id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
587,Chicagoland Seasonal Storage,"Union, IL",Union,IL,UP,400 total spaces,No,Cherry Picking,Storage Yard,"FILO, Ladder",Pioneer has subleased this industrial track for use as a storage yard.  Seasonal availability runs from June 2020 - mid May 2021.  All storage cars must be off premises by May 2021 or financial penalties will accrue.,https://www.commtrex.com/railcar-storage/location/587.html,2026-02-10T02:13:45.009276
552,The City of Rochelle Railroad,"Rochelle, IL",Rochelle,IL,"BNSF, UP",200 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Plant/Mining Site, Short Line, Storage Yard",Ladder,"The Rochelle Railroad has just expanded the storage capabilities just outside of Chicago and is now looking for new opportunities to show customers why we have been awarded the BNSF Short Line of the Year 3 times.  Give us a call and lets discuss how we can help you save money on Forward SIT opportunities or the use of the brand new Rochelle Transload Center.
Thank you for your time!",https://www.commtrex.com/railcar-storage/location/552.html,2026-02-10T02:13:47.504836
578,"Omaha Track - Chicago Heights, IL","Chicago Heights, IL",Chicago Heights,IL,UP,75 total spaces,No,Cherry Picking,Storage Yard,Ladder,Omaha Track's Chicago Heights - Happs facility marks the Eastern edge of OT's terminal network. On-site switching allows for cherry-picks.,https://www.commtrex.com/railcar-storage/location/578.html,2026-02-10T02:13:50.028454
583,"Ee-Jay Motor Transports, Inc. (ESTL)","EAST ST. LOUIS, IL",EAST ST. LOUIS,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",250 total spaces,Yes,Cherry Picking,Storage Yard,"FILO, Ladder","Offer railcar storage and/or transloading of commodities to/from rail, truck and warehouse.",https://www.commtrex.com/railcar-storage/location/583.html,2026-02-10T02:13:52.445013
646,Granite City,"Granite City, IL",Granite City,IL,"BNSF, CN, CP, CSX, KCS, NS, UP",700 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard","Ladder, Loop","Accepts hazmat loads and empties, provides SIT allocation, short and long term storage.  Facility provides camera surveillance, lighting and on site 7 x 24 security",https://www.commtrex.com/railcar-storage/location/646.html,2026-02-10T02:13:54.943877
631,Tazewell & Peoria Railroad,"Creve Coeur, IL",Creve Coeur,IL,"BNSF, CN, NS, UP",332 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/631.html,2026-02-10T02:13:57.382808
629,"Toledo, Peoria & Western Railway","East Peoria, IL",East Peoria,IL,"BNSF, CN, CSX, NS, UP",447 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/629.html,2026-02-10T02:13:59.836568
702,Decatur Junction (DT),"Assumption, IL",Assumption,IL,CN,150 total spaces,Yes,Cherry Picking,Short Line,none provided,Ideal for both unit train and single car storage.,https://www.commtrex.com/railcar-storage/location/702.html,2026-02-10T02:14:02.283792
662,America's Central Port,"Granite City, IL",Granite City,IL,"BNSF, CN, CSX, KCS, NS, UP",60 total spaces,Yes,"Cleaning, Painting, Railcar Maintenance, Railcar Repair",Short Line,Loop,"America's Central Port has access to 6 Class-I railroads through the Terminal Railroad Association. Port Harbor Railroad, a Class-III shortline railroad, provides 24/7 switching services, forward and store options, as well as railcar maintenance and repair through their running repair agent Bucyrus. Services include: AAR/FRA field inspection and repair, full service repair track, single-car air brake testing (SCT), remarking and AEI tag replacement, and cleaning and unloading assistance.",https://www.commtrex.com/railcar-storage/location/662.html,2026-02-10T02:14:04.726115
660,"East Chicago Rail Terminal, LLC","East Chicago, IN",East Chicago,IN,"BNSF, CN, CP, CSX, NS, UP",300 total spaces,Yes,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Stripe Aligning","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder","East Chicatgo Rail Terminal, a Class 3 common carrier, has room for 200-300 railcars in its storage / SIT yard. Security and safety of our customers is of the utmost importance at our fenced, lighted, and 24-hour security-patrolled facility.   In-house railroad services are provided, ensuring customer service requirements are met.  
The East Chicago Rail Terminal has significant experience in the railroad and transload marketplace, ensuring customer needs are met with enthusiasm and expertise.",https://www.commtrex.com/railcar-storage/location/660.html,2026-02-10T02:14:07.241238
554,Chicago Fort Wayne & Eastern Railroad,"Ft. Wayne, IN",Ft. Wayne,IN,"BNSF, CN, CP, CSX, NS, UP",50 total spaces,Yes,none provided,Short Line,none provided,"Storage near Warsaw IN, storage in rail siding.",https://www.commtrex.com/railcar-storage/location/554.html,2026-02-10T02:14:09.740679
605,Central Railroad of Indianapolis,"Kokomo, IN",Kokomo,IN,NS,100 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/605.html,2026-02-10T02:14:12.217956
754,Indiana,"Madison, IN",Madison,IN,CSX,"1,000 total spaces",Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Our site has 15 miles of storage track space, on-site railcar repair with Road & Rail Services, railcar cleaning services, and an online scrap yard. We are your one-stop-shop for storage in the industrial midwest with an excellent connection with CSX. Unit trains accepted. 286k loads accepted. Hazmat accepted.",https://www.commtrex.com/railcar-storage/location/754.html,2026-02-10T02:14:14.708438
360,"Indiana Southern Railroad, Inc.","Petersburg, IN",Petersburg,IN,"CSX, NS",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/360.html,2026-02-10T02:14:17.185736
476,Clinton yard,"Clinton, IN",Clinton,IN,CSX,150 total spaces,No,none provided,Repair Shop,Ladder,,https://www.commtrex.com/railcar-storage/location/476.html,2026-02-10T02:14:19.633728
93,Riley Spur,"Terre Haute, IN",Terre Haute,IN,"BNSF, CN, CP, CSX, NS, UP",400 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/93.html,2026-02-10T02:14:22.155059
94,Landree Mine,"Jasonville, IN",Jasonville,IN,"BNSF, CN, CP, NS, UP",200 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/94.html,2026-02-10T02:14:24.615568
95,Lewis Dock,"Coalmont, IN",Coalmont,IN,"BNSF, CN, CP, CSX, NS, UP",100 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",FILO,,https://www.commtrex.com/railcar-storage/location/95.html,2026-02-10T02:14:27.135644
96,Farmersburg Lead,"Farmersburg, IN",Farmersburg,IN,"BNSF, CN, CP, CSX, NS, UP",90 total spaces,No,"Cleaning, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard",Loop,,https://www.commtrex.com/railcar-storage/location/96.html,2026-02-10T02:14:29.664031
13,"Corydon Junction, Indiana","Corydon, IN",Corydon,IN,NS,200 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/13.html,2026-02-10T02:14:32.156712
16,"Earl Park, Indiana","Earl Park, IN",Earl Park,IN,"CN, CSX, NS, UP",225 total spaces,No,"Cleaning, Railcar Repair",none provided,none provided,,https://www.commtrex.com/railcar-storage/location/16.html,2026-02-10T02:14:34.607573
17,"Shelburn, Indiana","Shelburn, IN",Shelburn,IN,CSX,285 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/17.html,2026-02-10T02:14:37.095173
18,"Madison, Indiana","Madison, IN",Madison,IN,CSX,400 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/18.html,2026-02-10T02:14:39.528064
229,Elkhart & Western Railway (EWR),"Argos, IN",Argos,IN,NS,400 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,"Centrally located and great for both single cars and unit train storage thru the Argos, IN interchange location with NS.",https://www.commtrex.com/railcar-storage/location/229.html,2026-02-10T02:14:42.074368
244,Indiana South Western Railway (ISW),"Evansville, IN",Evansville,IN,CSX,250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"ISW is setup for storage and switching, ideal for Cherry Pick needs but can also has enough space to hold unit trains.",https://www.commtrex.com/railcar-storage/location/244.html,2026-02-10T02:14:44.524457
159,Kendallville Terminal Railway,"Kendallville, IN",Kendallville,IN,NS,225 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/159.html,2026-02-10T02:14:46.987859
138,Gary Railway,"Gary, IN",Gary,IN,"BNSF, CN, CP, CSX, NS, UP",200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification","Plant/Mining Site, Repair Shop, Short Line, Storage Yard","FILO, Ladder","Gary Railway Company (GRW) is a Class III switching carrier and operates on 71 miles of yard track in and around Gary, IN providing 24/7/365 service to U.S. Steel’s Gary Works and other customers. GRW interchanges with the BNSF, UP, NS, CSX, CN, IAIS, CP, CSS, BOCT, IHB, BRC, CRL, WSOR, ICE and SCIH.",https://www.commtrex.com/railcar-storage/location/138.html,2026-02-10T02:14:49.521316
445,Quindaro,"Kansas City, KS",Kansas City,KS,UP,150 total spaces,No,none provided,"Plant/Mining Site, Storage Yard","Ladder, Loop",,https://www.commtrex.com/railcar-storage/location/445.html,2026-02-10T02:14:52.035716
151,Garden City Western Railway (GCW),"Garden City, KS",Garden City,KS,BNSF,250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line",none provided,Centrally located connected through the BNSF. Great location for both single cars and unit train storage.,https://www.commtrex.com/railcar-storage/location/151.html,2026-02-10T02:14:54.518340
363,Kyle Railroad Company,"Phillipsburg, KS",Phillipsburg,KS,BNSF,-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/363.html,2026-02-10T02:14:56.936499
735,Kansas & Oklahoma Railroad,"Wichita, KS",Wichita,KS,"BNSF, UP","3,770 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Short Line, Storage Yard","FILO, Ladder","Class I Interchange Points
BNSF @ Abilene, KS
BNSF @ Hutchinson, KS
BNSF @ Newton, KS
BNSF @ Wichita, KS
UP @ Hutchinson, KS
UP @ McPherson, KS
UP @ Salina, KS
UP @ Wichita, KS",https://www.commtrex.com/railcar-storage/location/735.html,2026-02-10T02:14:59.370447
722,South Kansas & Oklahoma Railroad,"Cherryvale, KS",Cherryvale,KS,"BNSF, KCS, UP",750 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair","Repair Shop, Short Line, Storage Yard",Ladder,"Class I Interchange Points
BNSF @ Columbus, KS
BNSF @ Tulsa, OK
BNSF @ Winfield, KS
KCS @ Pittsburg, KS
UP @ Coffeyville, KS
UP @ Winfield, KS
UP @ Neodesha, KS
UP @ Tulsa, OK",https://www.commtrex.com/railcar-storage/location/722.html,2026-02-10T02:15:01.838897
537,Baldwin City & Southern,"Ottawa, KS",Ottawa,KS,BNSF,"1,000 total spaces",No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/537.html,2026-02-10T02:15:04.373651
665,"OT - TM Track - Parsons, KS","Parsons, KS",Parsons,KS,UP,50 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance",Repair Shop,none provided,,https://www.commtrex.com/railcar-storage/location/665.html,2026-02-10T02:15:06.843579
673,Cimarron Valley Railroad,"Santanta, KS",Santanta,KS,BNSF,"3,000 total spaces",Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/673.html,2026-02-10T02:15:09.353815
658,"New Century, KS Kansas City","New Century, KS",New Century,KS,"BNSF, CP, KCS, NS, UP",70 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","Ladder, Loop",,https://www.commtrex.com/railcar-storage/location/658.html,2026-02-10T02:15:11.798624
697,"Wickliffe, Kentucky","Wickliffe, KY",Wickliffe,KY,CN,75 total spaces,No,Cherry Picking,Storage Yard,Ladder,"Wickliffe Paper Mill - (Wickliffe Paper Company LLC), 1724 Westvaco Road, Wickliffe, KY. to operate our Storage In Transit/Trans-Loading facility. 

Our location in Wickliffe, KY. is served by Canadian National Railway, which
allows Motive Rail as a Supply Storage Partner to connect to numerous routing options across Canada and the U.S. with excellent North American reach through gateways with all Class 1 railways, Canadian and U.S. shortline and regional partners, and Atlantic and Pacific port facilities.  We offer a wide variety of routing options for your customers car fleet, allowing easy reconsignment to alternate destinations.  Motive Rail staffing and locomotive power are in place and capable of commencing operations immediately.  

Kentucky is bordered by eight states providing access to even more markets and customers with 51 percent of U.S. households and 50 percent of U.S. manufacturing establishments.",https://www.commtrex.com/railcar-storage/location/697.html,2026-02-10T02:15:14.250445
14,"New Haven, Kentucky","New Haven, KY",New Haven,KY,CSX,350 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/14.html,2026-02-10T02:15:16.690060
55,Louisiana & Delta Railroad,"New Iberia, LA",New Iberia,LA,"BNSF, UP",50 total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/55.html,2026-02-10T02:15:19.144983
131,"Hodge Railcar Cleaning Services, Hodge, Louisiana","Hodge, LA",Hodge,LA,KCS,100 total spaces,Yes,Cleaning,"Short Line, Storage Yard",FILO,"We now offer Cleaning (Haz / Non Haz) and On Site Storage (100 cars)
Switch Fees $200 / Served M-F / Cherry Picking $200
Served by the Louisiana Southern RR (LAS) out of Shreveport, LA, switches in Gibsland, LA
10 Separate tracks
Site is fully fenced and secured
24,000 sq ft Building with 6 tracks in with Maintenance pits
See attached PDF for details or Call 832-325-1800 ask for Dave Swayne",https://www.commtrex.com/railcar-storage/location/131.html,2026-02-10T02:15:21.623197
148,Delta Southern Railroad Company,"Tallulah, LA",Tallulah,LA,KCS,800 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/148.html,2026-02-10T02:15:24.111122
